sr. no.,username,user id,name,group,Status
3020,SM_Seyyed,743712189,اسماعیلی, https://t.me/starsatgroup,20210731
3021,sani01,1077503035,ثانی, https://t.me/starsatgroup,20210701
3022,Saeed_sd73,599780537,Saeed, https://t.me/starsatgroup,20210731
3023,Satellite98,1054417212,Saeed, https://t.me/starsatgroup,20210731
3024,M_sepahi21,526159450,M-s, https://t.me/starsatgroup,20210731
3025,Starmap,51257215,(✿◠‿◠♥)لیلی سیزمجنونام(♥◠‿◠✿), https://t.me/starsatgroup,20210731
3026,Satcenter2,967924268,ʂαҽҽԃ, https://t.me/starsatgroup,20210731
3027,shahryar_azizi,108842336,شهریار, https://t.me/starsatgroup,20210731
3028,salarlinux,1621547623,solo4k, https://t.me/starsatgroup,20210731
3029,Salarhajizadeh,122349495,تورک دیلینده مدرسه اولمالیدیر هرکَسه, https://t.me/starsatgroup,20210731
3030,AdandishehCulturalCenter,154403759,S, https://t.me/starsatgroup,20210701
3031,SH_3744,420613321,این دنیاناااامرده.., https://t.me/starsatgroup,20210731
3032,Solooooooooooooooooooo,575214657,Solo, https://t.me/starsatgroup,20210731
3033,Satlover2020,462746415,Sat, https://t.me/starsatgroup,20210731
3034,Sasa3068,877450591,Sasa, https://t.me/starsatgroup,20210701
3035,Sa45450,262949474,Saeed, https://t.me/starsatgroup,20210731
3036,Samanmoheb,1480876529,Saman, https://t.me/starsatgroup,20210731
3037,mamad6700,94867482,▂▃▄▅▆▇█▓▒░shab30yah░▒▓█▇▆▅▄▃▂, https://t.me/starsatgroup,20210731
3038,H70sssss,37701049,H, https://t.me/starsatgroup,20210731
3039,mehdi1410,43341431,Mehdi, https://t.me/starsatgroup,20210701
3040,showboxhd,919548649,showboxhd, https://t.me/starsatgroup,20210731
3041,MSJ2291,327105384,SOBE, https://t.me/starsatgroup,20210731
3042,Ramirfar,413096041,R, https://t.me/starsatgroup,20210731
3043,aaaaaaaaaaaasdfgghjjjj,245020531,Abdolbaset, https://t.me/starsatgroup,20210731
3044,ramin261,727913584,𝔰𝔢𝔫𝔞𝔱𝔬𝔯, https://t.me/starsatgroup,20210731
3045,rasuoli6928,588900621,mehran, https://t.me/starsatgroup,20210701
3046,Rezareza19,56329159,Rez A+, https://t.me/starsatgroup,20210731
3047,med_redfox,1131136078,Moh, https://t.me/starsatgroup,20210701
3048,Ramzi67,1233020285,Ramzi, https://t.me/starsatgroup,20210731
3049,MRahmaniZadeh,71718900,M.RahmaniZadeh, https://t.me/starsatgroup,20210731
3050,Razeghi5555,105189422,▒░MOEIN░▒, https://t.me/starsatgroup,20210731
3051,rezaghia3i76,218215182,Reza, https://t.me/starsatgroup,20210731
3052,Rzeid,85740764,روح اله, https://t.me/starsatgroup,20210731
3053,rasuleinabadi,84859671,رسول, https://t.me/starsatgroup,20210731
3054,rezabh250,221636790,Reza, https://t.me/starsatgroup,20210731
3055,Rehgozar,834983874,Alone, https://t.me/starsatgroup,20210731
3056,satsrz,1378144818,s.r, https://t.me/starsatgroup,20210731
3057,rahman33m,100190544,....., https://t.me/starsatgroup,20210731
3058,AmirRazavi9,288654353,Razavi, https://t.me/starsatgroup,20210731
3059,Ashkmehr_adelante,94193657,Reza, https://t.me/starsatgroup,20210731
3060,RHhhhh64,231270186,R, https://t.me/starsatgroup,20210701
3061,Mehdi007021,243480252,Ariyan.rishsefid, https://t.me/starsatgroup,20210701
3062,Ramindogonchii,273198632,Ramindogonchi, https://t.me/starsatgroup,20210731
3063,Ashkmehradelante,267136402,Reza, https://t.me/starsatgroup,20210701
3064,rezaalkp,35918266,reza, https://t.me/starsatgroup,20210731
3065,Rezaa51,76019934,Mohammad Reza, https://t.me/starsatgroup,20210731
3066,Ata_R4k,450661296,Atabak, https://t.me/starsatgroup,20210731
3067,Reja52,149354814,M, https://t.me/starsatgroup,20210701
3068,Reza_mohamadiii,155486011,Reza, https://t.me/starsatgroup,20210701
3069,raightel66,500775585,پرسپولیس, https://t.me/starsatgroup,20210731
3070,AghaReza20,103177303,Reza, https://t.me/starsatgroup,20210701
3071,Mohammadreza1363,82782937,Mohammad Reza, https://t.me/starsatgroup,20210731
3072,Step0by0Step,326802456,Ramtin, https://t.me/starsatgroup,20210731
3073,MohammadRezaKurd,119733226,Reza, https://t.me/starsatgroup,20210731
3074,AminRouhani,48861580,A🌹🌹, https://t.me/starsatgroup,20210731
3075,Ramindez89,95878151,Ramin, https://t.me/starsatgroup,20210731
3076,rezaperfium,355965335,Reza, https://t.me/starsatgroup,20210731
3077,Rezashahabi78,79866517,Reza, https://t.me/starsatgroup,20210701
3078,Reza11s11,112946821,رضا, https://t.me/starsatgroup,20210731
3079,Rs5151,108375271,S, https://t.me/starsatgroup,20210731
3080,Asmrmoh,49880001,Asm, https://t.me/starsatgroup,20210731
3081,Ahmad_rezza,754692514,Ali, https://t.me/starsatgroup,20210731
3082,Real_hamid1,590796726,🅷🅰Ⓜ️🅸🅳, https://t.me/starsatgroup,20210724
3083,reloding,534393297,saman, https://t.me/starsatgroup,20210731
3084,mirkino99f,943746978,Ruslan, https://t.me/starsatgroup,20210731
3085,Amir_4me,421906908,⁪⁬⁮⁮⁮⁮ ‌‌Amir⁪⁬⁮⁮⁮, https://t.me/starsatgroup,20210731
3086,R3337M,178945660,🔥🔥😔, https://t.me/starsatgroup,20210731
3087,mry806,106239522,Mohamad reza, https://t.me/starsatgroup,20210731
3088,Rezaml97,61859955,reza, https://t.me/starsatgroup,20210731
3089,MRgh601,248145817,Mohammad Reza, https://t.me/starsatgroup,20210731
3090,kamangir7,53283182,Rez@, https://t.me/starsatgroup,20210724
3091,Rasoulpo,26089235,محمد, https://t.me/starsatgroup,20210731
3092,MRaoufi_21,199979174,M RAOOFI, https://t.me/starsatgroup,20210731
3093,Rh3528,101001166,R.h, https://t.me/starsatgroup,20210731
3094,RezaMebadi,86667311,Reza Mebadi, https://t.me/starsatgroup,20210731
3095,Habibmci,690632242,Ali, https://t.me/starsatgroup,20210731
3096,Bahramrokni,196032306,Bahram, https://t.me/starsatgroup,20210731
3097,Baran_roozbeh,112576098,baran, https://t.me/starsatgroup,20210731
3098,Mobilerashidd,749786236,Rashid, https://t.me/starsatgroup,20210731
3099,motric,151910949,Ras, https://t.me/starsatgroup,20210731
3100,Reza_bhn,60232926,Reza, https://t.me/starsatgroup,20210731
3101,Redline2019,711967431,Mehdi, https://t.me/starsatgroup,20210731
3102,Rezamehrpoyan,188139691,R, https://t.me/starsatgroup,20210731
3103,RIHANNA6200,138342066,., https://t.me/starsatgroup,20210701
3104,saman_rashidi6,74481715,‌ ‌Saman, https://t.me/starsatgroup,20210731
3105,King_reza68,183265721,Reza, https://t.me/starsatgroup,20210731
3106,radin1396f,274232859,Mehdifatahi1357, https://t.me/starsatgroup,20210701
3107,Sma_Rezvani,98200333,Sayed Mohammad Amin, https://t.me/starsatgroup,20210701
3108,rezasat60,73549830,ⓡⓔⓩⓐ, https://t.me/starsatgroup,20210731
3109,best_regards,407214692,Famili, https://t.me/starsatgroup,20210731
3110,rezamagami,232006038,reza, https://t.me/starsatgroup,20210731
3111,reza8003068,86077254,reza, https://t.me/starsatgroup,20210731
3112,Ramesses,51755025,▷ ◉──────── 00:00♪, https://t.me/starsatgroup,20210731
3113,RahmaniiAhmad,344094348,Ahmad, https://t.me/starsatgroup,20210731
3114,Ramin_Rsh,104923408,Ramin, https://t.me/starsatgroup,20210731
3115,Ebi2118,258189949,Naderi, https://t.me/starsatgroup,20210731
3116,Milad_n88,67821903,ℳɪℓสძ, https://t.me/starsatgroup,20210701
3117,Nedal_Nour,212400427,Nedal, https://t.me/starsatgroup,20210724
3118,Mana4K,116451824,مـــــــM@naــــــانا, https://t.me/starsatgroup,20210731
3119,babaknajii,39199341,B, https://t.me/starsatgroup,20210731
3120,m68smp,69491272,....., https://t.me/starsatgroup,20210731
3121,abcdmardani,669972453,Mohammad, https://t.me/starsatgroup,20210731
3122,mohammadgoverment2767,109299192,Mohammad, https://t.me/starsatgroup,20210731
3123,magic76424,913521486,Magic, https://t.me/starsatgroup,20210731
3124,mopbdu89kl,717067420,﴿إِنَّمَا وَلِيُّكُمُ اللَّهُ وَرَسُولُهُ وَالَّذِينَ آمَنُوا ال, https://t.me/starsatgroup,20210731
3125,mahdikheirollahi,81931111,مهدی, https://t.me/starsatgroup,20210731
3126,Mohamedbnlhaj,249563616,MOHAMMED ABOZEED, https://t.me/starsatgroup,20210731
3127,Mm66jjmm,198130611,محمد, https://t.me/starsatgroup,20210731
3128,MultiMedia20,696339839,Milad, https://t.me/starsatgroup,20210731
3129,Moah44,1312324982,M, https://t.me/starsatgroup,20210731
3130,MSilver,80678349,MSilver, https://t.me/starsatgroup,20210731
3131,Mostafarezaei19,1068261698,.., https://t.me/starsatgroup,20210731
3132,Moghimir7m,101223294,تاجی📩📩, https://t.me/starsatgroup,20210731
3133,mhurfs,138810755,ali, https://t.me/starsatgroup,20210731
3134,Mousavi191,292258728,Mehdi, https://t.me/starsatgroup,20210731
3135,Mhhajhadi,28154841,کلانتر, https://t.me/starsatgroup,20210731
3136,Ma3oudMolaie,95687946,Ma3oud, https://t.me/starsatgroup,20210731
3137,mrmoalemm,38428481,Ahmad, https://t.me/starsatgroup,20210731
3138,moghs,254009341,mogh, https://t.me/starsatgroup,20210731
3139,Mm5445676,242109142,M, https://t.me/starsatgroup,20210731
3140,mohammadsoly,122377582,𝑀𝑂𝐻𝐴𝑀𝑀𝐴𝐷, https://t.me/starsatgroup,20210731
3141,MohsenAhmadpoor,72137856,+ℳ∅み$€ŋ, https://t.me/starsatgroup,20210731
3142,M0s22,115783313,Mostafa, https://t.me/starsatgroup,20210731
3143,Mohsen2828,102792135,Mohsen, https://t.me/starsatgroup,20210731
3144,Mohsenbehbahan1364,114843944,M, https://t.me/starsatgroup,20210731
3145,M_aria92,1002997108,M, https://t.me/starsatgroup,20210731
3146,MohammadAZZM,40182482,Mohammad, https://t.me/starsatgroup,20210731
3147,Mohammad_933,1478393376,محمد, https://t.me/starsatgroup,20210724
3148,Aref_maleki1,128138490,خدمات فنی مالکی, https://t.me/starsatgroup,20210701
3149,Mahdi44444,92874021,مهدی, https://t.me/starsatgroup,20210731
3150,me4462,167212390,Mehran, https://t.me/starsatgroup,20210731
3151,Mammally,224118471,ممل, https://t.me/starsatgroup,20210731
3152,mrrobotttttttttt,1029226779,Mr, https://t.me/starsatgroup,20210731
3153,mmr61,470497586,محمد, https://t.me/starsatgroup,20210731
3154,MSN25000,371988783,@MSN25000, https://t.me/starsatgroup,20210731
3155,MIS168,645871221,Monjezi, https://t.me/starsatgroup,20210724
3156,Mahdi_2558,270711692,𝑴𝒂𝒉𝒅𝒊, https://t.me/starsatgroup,20210731
3157,Mirhedayatian,119621891,Morteza, https://t.me/starsatgroup,20210731
3158,alrayes_m,1045645075,mohammad, https://t.me/starsatgroup,20210731
3159,MimHeMimDal,907332994,محمد, https://t.me/starsatgroup,20210731
3160,Man14180,348921233,Mahmoud, https://t.me/starsatgroup,20210731
3161,mojtaba2021ss,1095704693,..., https://t.me/starsatgroup,20210731
3162,maherkhllo,646242459,ماهر, https://t.me/starsatgroup,20210731
3163,Must08,385818459,ሳኒ, https://t.me/starsatgroup,20210731
3164,mahdavypormilad,315437566,mìlād, https://t.me/starsatgroup,20210731
3165,mrb400,122969018,., https://t.me/starsatgroup,20210731
3166,mostafamahyabadi02,555015171,▂▃▄▅▆▇█▓▒░ mostafa ░▒▓█▇▆▅▄▃▂, https://t.me/starsatgroup,20210701
3167,mohamadjoonm,130455180,امیرمهدی, https://t.me/starsatgroup,20210731
3168,myrat83,1246557318,MYRAT, https://t.me/starsatgroup,20210731
3169,Misvana,308362254,♏Є￥$Â♏،, https://t.me/starsatgroup,20210731
3170,Mj199012,129457112,Mehdi, https://t.me/starsatgroup,20210731
3171,mehdi_marandii,1223346840,مهدی, https://t.me/starsatgroup,20210731
3172,kianoo60,264444515,Mk, https://t.me/starsatgroup,20210731
3173,Mkh13587,34353979,m, https://t.me/starsatgroup,20210731
3174,King_982163,258530919,МЁнdі МΩЖПВЕЯ, https://t.me/starsatgroup,20210731
3175,alii_khara,351052912,Ali, https://t.me/starsatgroup,20210731
3176,KOHALOMAN,86534461,amir, https://t.me/starsatgroup,20210731
3177,semenivashka,247147959,Arash, https://t.me/starsatgroup,20210724
3178,Kami5263,329030780,kamran, https://t.me/starsatgroup,20210701
3179,kooroush40,764323358,ک, https://t.me/starsatgroup,20210701
3180,hamid5089,40297407,Hamidr, https://t.me/starsatgroup,20210731
3181,kiyanoooush,70617812,KI@, https://t.me/starsatgroup,20210731
3182,kamseif,124300280,seif.kam, https://t.me/starsatgroup,20210731
3183,samadkhaniart,79254517,Khani, https://t.me/starsatgroup,20210731
3184,Kiani_mohamad,99461914,Mohammad, https://t.me/starsatgroup,20210731
3185,Ahko53,302916884,Amir, https://t.me/starsatgroup,20210731
3186,khavari5724,289080648,Khaled, https://t.me/starsatgroup,20210731
3187,Ahmad_Karimian,135777350,Ahmad_Karimian, https://t.me/starsatgroup,20210724
3188,aveista,835594074,𝒜𝓋𝑒𝓈𝓉𝒶, https://t.me/starsatgroup,20210731
3189,Khalij1246,1053749019,Khalij, https://t.me/starsatgroup,20210724
3190,mehdi_karimzandi,69350842,mehdi, https://t.me/starsatgroup,20210731
3191,Kamalhossein,43477270,Kamal H, https://t.me/starsatgroup,20210724
3192,Kiaaria,92564046,kia, https://t.me/starsatgroup,20210731
3193,Ark_1358,56588109,Ar., https://t.me/starsatgroup,20210731
3194,mrk658,268322319,Mohammadreza, https://t.me/starsatgroup,20210731
3195,kharmaryam,450548955,khar, https://t.me/starsatgroup,20210731
3196,mesi6366,95962101,Sajjad kiani, https://t.me/starsatgroup,20210731
3197,Mahdi_khan2017,604328001,.:**:.☆*.:｡.✿ḳḧḁṅ ✿.｡.:* ☆:**:., https://t.me/starsatgroup,20210731
3198,karamihamid1,92116746,Hamid, https://t.me/starsatgroup,20210731
3199,arashkashanii,314644142,Arash, https://t.me/starsatgroup,20210731
3200,ali342k,301573001,Ali, https://t.me/starsatgroup,20210701
3201,km_112zx,530427834,key1, https://t.me/starsatgroup,20210724
3202,Ariya231,95631327,King ariya, https://t.me/starsatgroup,20210731
3203,Khazarsat,742062833,Khazarsat, https://t.me/starsatgroup,20210731
3204,Kingnet,38824787,Manouchehr, https://t.me/starsatgroup,20210731
3205,kh2009led,367929641,خالد, https://t.me/starsatgroup,20210701
3206,abbasi1981,398121577,Khawar Abbasi, https://t.me/starsatgroup,20210731
3207,Mammad_k13,88933679,Mamad, https://t.me/starsatgroup,20210731
3208,khakbarsar76,736715487,M., https://t.me/starsatgroup,20210731
3209,AmirMohsenKhademAstaneh,1138349,AmirMohsen, https://t.me/starsatgroup,20210701
3210,Hamidkarimnejad,101207618,Hamid, https://t.me/starsatgroup,20210701
3211,khan01398,156999976,خان عمو, https://t.me/starsatgroup,20210701
3212,karim5540,115881666,Manoto, https://t.me/starsatgroup,20210731
3213,Kia_980,699856554,امید, https://t.me/starsatgroup,20210731
3214,Key1pmc,593066226,Keyvan, https://t.me/starsatgroup,20210731
3215,Kiab23,103157284,KIARASH, https://t.me/starsatgroup,20210701
3216,khaleghparast,6449535,khaleghi, https://t.me/starsatgroup,20210731
3217,k68Mahdavi,53333536,عبدالکریم, https://t.me/starsatgroup,20210731
3218,Benyaminheidari,70643466,Arash, https://t.me/starsatgroup,20210731
3219,Hider1986,196375500,حيدر, https://t.me/starsatgroup,20210731
3220,Hasanb566,96343389,H, https://t.me/starsatgroup,20210724
3221,alihosseini1828,108852570,Ali, https://t.me/starsatgroup,20210731
3222,HosA7,87794355,🚩Hosein🚩🚩, https://t.me/starsatgroup,20210724
3223,hamidarab1986,134201884,Hamid, https://t.me/starsatgroup,20210731
3224,Homayoun_Homaei,111537332,Homayoun Homaei, https://t.me/starsatgroup,20210731
3225,hoseinrahimza,70731773,Hosein, https://t.me/starsatgroup,20210731
3226,ArbaabHosien,296601027,👑 Arßaaß, https://t.me/starsatgroup,20210731
3227,Sam80t,711806869,H, https://t.me/starsatgroup,20210731
3228,H12404,491164355,Hamid, https://t.me/starsatgroup,20210701
3229,hkmcom,9478917,عبدالله علي زين, https://t.me/starsatgroup,20210731
3230,Hossin206N,814722956,•°ॐहहाHossin कहॐ°•, https://t.me/starsatgroup,20210731
3231,hamishe2taei,684298135,جان, https://t.me/starsatgroup,20210731
3232,HipTraXx,528116122,HipTraXx👁‍🗨, https://t.me/starsatgroup,20210731
3233,AliHM59,122376189,Ali.hm, https://t.me/starsatgroup,20210731
3234,Hasanbushehrr,1195015679,Hsn, https://t.me/starsatgroup,20210724
3235,Majidhaghgou,88981562,Majid, https://t.me/starsatgroup,20210701
3236,HAZRATGHAMAR133,1050027699,⁪⁬⁮⁮⁮⁮ ⁪⁬⁮⁮⁮⁮ ⁪⁬⁮⁮⁮⁮, https://t.me/starsatgroup,20210731
3237,Hamedn2121,286385627,H, https://t.me/starsatgroup,20210731
3238,Amir190d,897876615,@hsan, https://t.me/starsatgroup,20210731
3239,hata2244,365611169,Hamid, https://t.me/starsatgroup,20210731
3240,Ha_san1369,127512492,انرژی مثبت, https://t.me/starsatgroup,20210731
3241,mahdihassanjani,105995595,Mahdi, https://t.me/starsatgroup,20210731
3242,HamidrezaHashemi61,305940925,Hamidreza, https://t.me/starsatgroup,20210731
3243,hesabialireza,87144169,(?), https://t.me/starsatgroup,20210731
3244,Hzzzz86,240778130,Hossein, https://t.me/starsatgroup,20210731
3245,hossein_1975,267391652,✔1400, https://t.me/starsatgroup,20210731
3246,Hamedm69m,422515277,Hamed, https://t.me/starsatgroup,20210731
3247,Ha_a64,110304719,H:A, https://t.me/starsatgroup,20210731
3248,HOS1984,326016082,Hosein, https://t.me/starsatgroup,20210731
3249,has1526,372069688,hasan, https://t.me/starsatgroup,20210731
3250,AVADL1,185623326,hosein, https://t.me/starsatgroup,20210731
3251,Hameder67,973280634,., https://t.me/starsatgroup,20210731
3252,Habib_Hooti,119768143,Habib, https://t.me/starsatgroup,20210731
3253,mha1979,92235882,M.H, https://t.me/starsatgroup,20210701
3254,mir41lili,103023444,h, https://t.me/starsatgroup,20210731
3255,Hamedh1360,100962058,hamed, https://t.me/starsatgroup,20210701
3256,Hassanluo4094,91234149,Hasanloo, https://t.me/starsatgroup,20210701
3257,HOSSEINMDHS,55823986,HOSSEIN, https://t.me/starsatgroup,20210731
3258,hamedj_013,152030065,hamedjafrpoor, https://t.me/starsatgroup,20210731
3259,hamedp69,122551982,Hamed, https://t.me/starsatgroup,20210724
3260,Alihesam64,32648690,Ali, https://t.me/starsatgroup,20210731
3261,Hamidghashang,89979813,Hamid, https://t.me/starsatgroup,20210731
3262,Haji1381,643992229,Haji, https://t.me/starsatgroup,20210731
3263,sarbazebakhtiyari,98617470,M, https://t.me/starsatgroup,20210731
3264,seyed_hosseini_125,815392767,seyed_83, https://t.me/starsatgroup,20210731
3265,hameddshahraki,154610451,hamed, https://t.me/starsatgroup,20210731
3266,ahk59,90486582,ahmad, https://t.me/starsatgroup,20210731
3267,hamidmohammadpour56,855840250,hamid, https://t.me/starsatgroup,20210724
3268,Saeid_HS282,120168472,Saeid, https://t.me/starsatgroup,20210731
3269,Hosseinseraj1993,484188873,Hossein, https://t.me/starsatgroup,20210731
3270,Shengri5,81648224,Hamdi, https://t.me/starsatgroup,20210731
3271,Hossein_203,321641626,⁪⁬⁮⁮⁮⁮, https://t.me/starsatgroup,20210724
3272,HasanBahrami,942647979,ℋℬ, https://t.me/starsatgroup,20210724
3273,Ha13bi68bi,154139459,Hassan, https://t.me/starsatgroup,20210731
3274,Hassan6113,592310398,HS, https://t.me/starsatgroup,20210731
3275,Hakim5565,139626075,m.hakim, https://t.me/starsatgroup,20210731
3276,samenclub64,171120640,H adi, https://t.me/starsatgroup,20210701
3277,aaadmmm,620375731,# H +, https://t.me/starsatgroup,20210731
3278,Hosein580630,195685137,Hosein .. Abbaasi, https://t.me/starsatgroup,20210731
3279,Hishamalodhari,249889367,Hisham, https://t.me/starsatgroup,20210731
3280,Ha3anBahrami,90745150,𝓗𝖆𝖘𝖆𝖓, https://t.me/starsatgroup,20210731
3281,Alihtmlking,135594266,Ali, https://t.me/starsatgroup,20210731
3282,HPatimar,89866913,Hadi, https://t.me/starsatgroup,20210731
3283,Feerri,74751268,Farhad, https://t.me/starsatgroup,20210724
3284,sadiporya,248670443,sadegh fallah, https://t.me/starsatgroup,20210731
3285,starsatqeshm1,635907764,Farshad, https://t.me/starsatgroup,20210731
3286,said_farhadi,218494136,تعمیرکار ایفون تصویری و گیرنده دیجیتال, https://t.me/starsatgroup,20210731
3287,Farzaddr,221830423,Farzad, https://t.me/starsatgroup,20210731
3288,MehdiFarhoodi007,117990987,⚘Mehdi, https://t.me/starsatgroup,20210731
3289,elina169,473537508,فقط خودتا عشقه, https://t.me/starsatgroup,20210731
3290,Mfa0Eb,103976963,Mostafa, https://t.me/starsatgroup,20210701
3291,Ehsan556biuck,104595919,👑Ehsan, https://t.me/starsatgroup,20210701
3292,ehsan09382717262,231248257,احسان, https://t.me/starsatgroup,20210701
3293,MAHMOODESKANDRIYH,107395932,Mahmood, https://t.me/starsatgroup,20210731
3294,enigma2support,42360552,Adel, https://t.me/starsatgroup,20210731
3295,elektroniki,103756446,Esmaeil, https://t.me/starsatgroup,20210701
3296,eshgh4780,204665093,ESHGH, https://t.me/starsatgroup,20210731
3297,Behnam2017s,210320009,ENTEZAR, https://t.me/starsatgroup,20210731
3298,ebik58,75706866,#حسین_تنها_نمی_ماند🇮🇷, https://t.me/starsatgroup,20210731
3299,abbasmaneshproduct,291143928,m, https://t.me/starsatgroup,20210731
3300,Barqestan_managment,747933479,Barqestan_managment, https://t.me/starsatgroup,20210724
3301,Badryyom,504228781,Badryyom, https://t.me/starsatgroup,20210731
3302,Behhshad,295268622,Behhshad, https://t.me/starsatgroup,20210731
3303,MahdiAnsari,46667780,ஜ Mahdi Bahmani ஜ, https://t.me/starsatgroup,20210701
3304,sh4hh,82388851,Shahrokh, https://t.me/starsatgroup,20210724
3305,Saeed2077,310145998,S, https://t.me/starsatgroup,20210724
3306,srf_sport,514615456,Behnam, https://t.me/starsatgroup,20210724
3307,behieidi,125743285,babi, https://t.me/starsatgroup,20210724
3308,Box4K,55905013,Behbood 💎, https://t.me/starsatgroup,20210731
3309,balallp,146238277,A, https://t.me/starsatgroup,20210731
3310,bsrhar,124263507,Borzo, https://t.me/starsatgroup,20210731
3311,amirali3175,528604885,amir, https://t.me/starsatgroup,20210731
3312,Ajooii,73615136,Ajoo, https://t.me/starsatgroup,20210731
3313,Arash9003,658093877,Arash9003, https://t.me/starsatgroup,20210731
3314,Ahmadkarime,432933084,✰✰(ahmadkarimi)✰✰, https://t.me/starsatgroup,20210731
3315,Aref4225,918353036,Aref, https://t.me/starsatgroup,20210701
3316,abozargh,75593650,˙·٠•●♥abozar♥●•٠·˙, https://t.me/starsatgroup,20210731
3317,ashkanitto,762029544,Ashkan, https://t.me/starsatgroup,20210731
3318,AhmadAlkharash,1205858970,عـرنـدس, https://t.me/starsatgroup,20210701
3319,Ab6438,1054698209,amirali, https://t.me/starsatgroup,20210731
3320,Archangels,150302778,Arch, https://t.me/starsatgroup,20210731
3321,AminAsadollah,31870405,Amin, https://t.me/starsatgroup,20210731
3322,Ali269200,127379706,علی, https://t.me/starsatgroup,20210731
3323,aliahmadi4309,622296431,ali ahmadi, https://t.me/starsatgroup,20210731
3324,aparandak,41460371,Ali, https://t.me/starsatgroup,20210724
3325,Abcde500,187331497,سفير النجوم, https://t.me/starsatgroup,20210731
3326,Abidar3771,678949142,پدرام, https://t.me/starsatgroup,20210731
3327,Amirbatenii,96739897,AMIR, https://t.me/starsatgroup,20210731
3328,arykhann,630161151,arenkhan, https://t.me/starsatgroup,20210731
3329,AriaFathi74,52699373,Aria, https://t.me/starsatgroup,20210731
3330,Alireza9961,96235516,Alireza, https://t.me/starsatgroup,20210724
3331,ahmadshafiee,986427798,◦•●◉✿Ahmad✿◉●•◦, https://t.me/starsatgroup,20210731
3332,Ak8pa,96197853,Ak8, https://t.me/starsatgroup,20210724
3333,arash1352,111062959,ارش, https://t.me/starsatgroup,20210731
3334,amir_AR_788,1319542153,‌ amir, https://t.me/starsatgroup,20210731
3335,Arman9411,102938326,Arman, https://t.me/starsatgroup,20210731
3336,amin2276488,439716210,Amin, https://t.me/starsatgroup,20210731
3337,Alisni021,103913100,ali, https://t.me/starsatgroup,20210731
3338,atamsattv,1304134414,Ataska, https://t.me/starsatgroup,20210731
3339,afshinlan,104413028,سیدغلامرضا, https://t.me/starsatgroup,20210731
3340,amirali4112,1355378300,amir, https://t.me/starsatgroup,20210731
3341,Aziz_Arsalan,90665299,Aziz Arsalan, https://t.me/starsatgroup,20210731
3342,Amir202020020,1118999973,《Amir》, https://t.me/starsatgroup,20210731
3343,Alid2020jj,148677866,کافی نت نورالمهدی, https://t.me/starsatgroup,20210731
3344,Amiribb,232150960,. ''_🖤̶͟͞↵ᣖ͚ᵉᣵ͚ᣔ͢ᣴᣔᵏᵉ⇣ᓖ⁷₇⁷ᓘᐪᐤ͚ᵏ͢ᑋᣵ⇡▼ ̽- ⸼ⷮ🌋, https://t.me/starsatgroup,20210731
3345,amir_ali229,1554872768,amir.mehdi, https://t.me/starsatgroup,20210731
3346,aligh13767,432423499,ali, https://t.me/starsatgroup,20210731
3347,Alirezah20,407453454,Alireza, https://t.me/starsatgroup,20210701
3348,AAHHTTAA,191367878,حسین, https://t.me/starsatgroup,20210731
3349,Alimehdi17,345382754,Ali.Mehdi17, https://t.me/starsatgroup,20210731
3350,a136004556,124387392,علی, https://t.me/starsatgroup,20210731
3351,aghil6521,961989667,سید عقیل, https://t.me/starsatgroup,20210731
3352,Amir4712,1336454180,A҉M҉I҉R҉P҉A҉R҉V҉I҉Z҉, https://t.me/starsatgroup,20210731
3353,Masoudaf60,210048018,Masoud, https://t.me/starsatgroup,20210731
3354,alijanah,96610499,Ali, https://t.me/starsatgroup,20210731
3355,sayyah061,161510308,sayyah, https://t.me/starsatgroup,20210731
3356,Sakhavan1373,214181957,Sepehr, https://t.me/starsatgroup,20210731
3357,Sjvdm,153719324,Sjvdm™, https://t.me/starsatgroup,20210731
3358,Shahriyar_434,1120166134,ShAhRiYaR, https://t.me/starsatgroup,20210731
3359,Mycitystr,55388159,Ali, https://t.me/starsatgroup,20210724
3360,Sina_sat20,172208363,Sina, https://t.me/starsatgroup,20210724
3361,SMdn2020,259394013,S, https://t.me/starsatgroup,20210731
3362,s_6563,712694233,S, https://t.me/starsatgroup,20210731
3363,Sam_sisay,350115157,መድፈኛው, https://t.me/starsatgroup,20210731
3364,SAM1065,162354274,Sepidar, https://t.me/starsatgroup,20210731
3365,s_shad1,252269678,Saeed, https://t.me/starsatgroup,20210731
3366,Shymako,798441858,Ahmad, https://t.me/starsatgroup,20210731
3367,Skidooooooo,880719533,MICHAEL, https://t.me/starsatgroup,20210731
3368,Seydali777,176185664,Ali, https://t.me/starsatgroup,20210701
3369,shahriardel,444166279,ஜ۩۩ஜ شهریارஜ۩۩ஜ, https://t.me/starsatgroup,20210731
3370,Shawafi,1138537054,عوض, https://t.me/starsatgroup,20210724
3371,satelliteksa,434308110,عالم, https://t.me/starsatgroup,20210731
3372,salimi6084,61339484,Mohsen, https://t.me/starsatgroup,20210731
3373,shiiinabot,404013617,Shiiina, https://t.me/starsatgroup,20210731
3374,Saeid2415,183438092,Saeid.movafagh, https://t.me/starsatgroup,20210731
3375,sa2000s,175783613,Saeid, https://t.me/starsatgroup,20210731
3376,Seyfollah44,114638111,س, https://t.me/starsatgroup,20210731
3377,Adnanbarca,241634045,Adnan, https://t.me/starsatgroup,20210731
